cell_id,area,perimeter,centroid_x,centroid_y,eccentricity,solidity,extent,major_axis_length,minor_axis_length,orientation,equivalent_diameter,convex_area,filled_area,euler_number,feret_diameter_max,num_neighbors,junctions_3_cell,junctions_4_cell,junctions_5_cell,junctions_6_cell,junctions_7_cell,junctions_8plus_cell,total_junctions
73,3250.0,255.03657992645927,1477.5206153846154,89.63446153846154,0.8899251641221123,0.943944234679059,0.5958929226255959,97.81336953048014,44.61332037644022,0.1845180954287505,64.32750982580687,3443.0,3250.0,1,102.96115772464877,4,6,1,1,0,0,0,8
74,2780.0,210.40916292848976,764.5154676258993,64.38309352517986,0.5988469620213037,0.9629373051610669,0.6828788995332842,67.92565290096171,54.39917486871367,1.5401569652742404,59.49458743754555,2887.0,2780.0,1,70.61161377563892,5,3,2,2,0,0,0,7
75,2504.0,206.99494936611666,1279.4165335463258,80.33905750798722,0.8628505355221925,0.962336664104535,0.6688034188034188,79.7661774762851,40.3185443472111,0.36338512536765394,56.4640754818216,2602.0,2504.0,1,81.93289937503738,7,5,7,0,0,0,0,12
76,938.0,124.32590180780451,525.5788912579958,61.23987206823028,0.796800175218639,0.9600818833162743,0.7187739463601532,45.59115641758107,27.548132514207687,0.24953527620474925,34.558626896356614,977.0,938.0,1,47.16990566028302,6,6,6,0,0,0,0,12
77,2378.0,186.75230867899737,681.9108494533222,75.48107653490328,0.7159369593860322,0.9773941635840526,0.7492123503465659,66.02309930082906,46.09501253499496,-0.034281429234353566,55.02511824049283,2433.0,2378.0,1,69.26037828369117,3,1,1,0,0,0,0,2
79,511.0,93.76955262170047,1608.9647749510764,63.58904109589041,0.877873861202088,0.9533582089552238,0.7279202279202279,37.137225831355266,17.784717877262462,-0.10166631905739981,25.507359866510456,536.0,511.0,1,39.11521443121589,3,1,4,0,0,0,0,5
80,1110.0,151.49747468305833,389.06666666666666,60.35675675675676,0.8568808083562188,0.914332784184514,0.6194196428571429,54.88612422048449,28.29459717304608,1.5491043863697775,37.59382787980004,1214.0,1110.0,1,58.52349955359813,5,8,4,1,0,0,0,13
81,2107.0,176.99494936611666,988.173232083531,74.26056003796867,0.21792840628870566,0.9674012855831038,0.6840909090909091,52.983465097936985,51.709994716046154,-0.410142089244657,51.794939142323436,2178.0,2107.0,1,57.56735185849702,7,10,3,0,0,0,0,13
82,497.0,92.87005768508881,490.62374245472836,57.12676056338028,0.9153942989487438,0.9631782945736435,0.8174342105263158,39.77831235880043,16.01309437279576,1.553731127475024,25.15551736167189,516.0,497.0,1,38.63935817272331,4,4,3,2,0,0,0,9
83,2447.0,201.48023074035524,1240.6232120964446,89.40498569677156,0.6285059477829436,0.9397081413210445,0.6296963458569222,65.34164980217169,50.82304745725252,0.19051950834224268,55.81771372930768,2604.0,2447.0,1,69.12307863514182,6,8,3,0,0,0,0,11
84,1086.0,144.71067811865478,1312.1740331491712,80.19429097605894,0.8137493130083185,0.9080267558528428,0.556923076923077,50.82250771874439,29.538855386123252,0.4770145069630047,37.18518717960671,1196.0,1086.0,1,55.46169849544819,6,2,5,0,1,0,0,8
85,1288.0,155.95941546018392,293.85947204968943,83.65605590062111,0.7516751826470283,0.9299638989169675,0.5170614211160177,52.09316587604963,34.3571873121736,0.8004168545688048,40.49608047229867,1385.0,1288.0,1,58.180752831155424,5,5,3,0,0,0,0,8
86,4241.0,265.9655121145938,491.96015090780475,95.39471822683329,0.6180369100559322,0.917369673372269,0.688474025974026,84.0520580608456,66.07744821413023,0.806499089269234,73.4833920639339,4623.0,4241.0,1,91.2633551870629,7,7,4,5,1,0,0,17
87,2032.0,197.76450198781714,1171.7957677165355,94.12204724409449,0.8173722175844155,0.91161956034096,0.5529251700680272,70.62450230235639,40.68747747466972,0.3887941677462176,50.86474962979618,2229.0,2032.0,1,77.3692445355388,6,5,4,0,0,0,0,9
88,842.0,140.91168824543144,1427.566508313539,88.08432304038004,0.9542142121673501,0.9365962180200222,0.6101449275362318,61.09618773541517,18.275343200948125,0.1511385393307904,32.74244487919323,899.0,842.0,1,60.29925372672534,5,4,5,2,0,0,0,11
89,3786.0,244.49242404917499,204.8864236661384,94.7770734284205,0.6956043569510302,0.9790535298681148,0.6324757768125626,82.40102029575719,59.19895862415583,-1.045154726755194,69.42971205735572,3867.0,3786.0,1,83.74365647617735,5,5,1,1,0,0,0,7
91,1259.0,145.88225099390857,1552.4114376489276,81.86338363780779,0.8028038971645755,0.9516250944822373,0.6365015166835187,52.499640538127245,31.30255143466292,-0.6800849995743502,40.03758967297569,1323.0,1259.0,1,55.44366510251645,5,4,4,1,0,0,0,9
92,1305.0,142.75230867899737,419.9072796934866,80.82298850574712,0.7549659915634154,0.9659511472982976,0.6298262548262549,50.740642721507086,33.27388404369211,1.4230406245019767,40.76245338395847,1351.0,1305.0,1,56.43580423808985,6,5,4,2,0,0,0,11
93,1857.0,198.50966799187808,1408.5471190091546,103.3177167474421,0.9350029042071182,0.9641744548286605,0.6046890263757734,81.93021720159375,29.05573679389107,0.23071687989768686,48.62515639638805,1926.0,1857.0,1,85.37564055396598,6,8,6,2,0,0,0,16
94,2147.0,184.16652224137044,933.4299021891011,95.18910107126223,0.7396285999746479,0.9728137743543271,0.6740973312401883,64.28697907523929,43.26611764591697,-0.2709402043217365,52.28427395064786,2207.0,2147.0,1,65.49045732013177,6,8,2,0,0,0,0,10
95,3795.0,251.3208511739212,798.2039525691699,105.41765480895916,0.777929799886892,0.9758292620210851,0.6010452961672473,88.89775288513333,55.85900941310729,-0.8882083437122058,69.51218650186414,3889.0,3795.0,1,94.02127418834527,3,1,3,0,0,0,0,4
96,1543.0,155.88225099390857,1123.4556059624108,92.3046014257939,0.7587046848185016,0.9649781113195748,0.6997732426303855,55.24869542306203,35.9909187221948,0.9024223908474572,44.32390571154979,1599.0,1543.0,1,58.25804665451803,5,5,2,1,0,0,0,8
97,598.0,96.18376618407356,1023.8361204013378,85.98494983277592,0.542813617355554,0.940251572327044,0.7119047619047619,30.871432019649816,25.927470589161242,1.3543355663183592,27.59342761875783,636.0,598.0,1,33.421549934136806,5,3,3,0,0,0,0,6
98,3680.0,250.56349186104046,389.0415760869565,111.56141304347825,0.8328093890700676,0.9433478595231992,0.575,92.83505737723537,51.38976160578709,0.6714536965703777,68.45086942198323,3901.0,3680.0,1,91.7877987534291,6,9,3,1,0,0,0,13
99,1131.0,136.74011537017762,1602.7577365163572,101.80725022104332,0.8281715194553851,0.9609175870858114,0.7358490566037735,51.0075650690861,28.588451778542375,0.1133856884457734,37.94777892176918,1177.0,1131.0,1,54.3415126767741,7,4,7,0,0,0,0,11
100,1455.0,207.88225099390857,1369.2254295532646,124.02474226804124,0.9686597009974732,0.7946477334789732,0.48694779116465864,94.58696503893346,23.494606959309483,0.2589327449692634,43.04141653790755,1831.0,1455.0,1,87.5956619930462,7,6,5,1,2,0,0,14
101,1402.0,152.61017305526642,1574.111269614836,104.19757489300999,0.7476198799021891,0.9498644986449865,0.641941391941392,52.61423018816465,34.9425246349813,-0.16749635068870086,42.25022889545923,1476.0,1402.0,1,57.0701322935211,5,5,6,1,0,0,0,12
102,1096.0,150.71067811865476,1203.4726277372263,105.24361313868613,0.897079369696543,0.8643533123028391,0.5372549019607843,58.29273147813848,25.757776776510735,0.5886006725494857,37.355997390375464,1268.0,1096.0,1,61.29437168288782,5,7,4,0,0,0,0,11
103,2216.0,214.61017305526642,1343.7229241877255,118.52391696750902,0.9263180794132042,0.937394247038917,0.6281179138321995,88.02835002491321,33.16400949584832,0.20585503333539165,53.11778262628365,2364.0,2216.0,1,87.09190547921202,6,7,5,0,2,0,0,14
104,1601.0,182.06601717798213,1838.6552154903186,104.43347907557776,0.8093219656897156,0.9029892836999436,0.49050245098039214,63.17745907303754,37.10824506164585,0.5327031343766675,45.14926922023208,1773.0,1601.0,1,68.70953354520753,6,6,2,2,0,0,0,10
105,1627.0,156.61017305526642,260.3896742470805,102.16226183159189,0.23981551566694612,0.968452380952381,0.6923404255319149,46.52980991626795,45.17199927375678,-0.20813730017401558,45.5144014492568,1680.0,1627.0,1,51.19570294468082,5,10,0,0,0,0,0,10
